This report was generated on 03-Jan-2020  11:46:26.

* = already updated

Compounds


132 Compounds have structure differences between ChlamyCyc and MetaCyc.
 	ID	Name	Slot	ChlamyCyc Value	MetaCyc Value	
			STRUCTURE-BONDS	((94 127 1 :DOWN) (94 125 1) (79 125 1) (82 94 1) (85 79 1) (86 82 1) (86 85 1) (82 100 1 :DOWN) (100 75 1) (75 18 1) (75 106 2) (79 58 1 :UP) (86 123 1 :UP) (58 104 1) (123 73 1) (73 89 1) (89 96 1) (71 96 1 :UP) (89 112 2) (73 16 1 :UP) (71 88 1) (88 102 1) (88 111 2) (77 102 1 :DOWN) (77 52 1) (52 53 1) (53 80 1) (77 92 1) (92 116 1) (92 117 2) (80 101 1) (80 107 2) (76 101 1 :UP) (76 90 1) (76 51 1) (51 19 1) (19 20 1) (20 55 1) (55 95 1) (90 113 2) (90 97 1) (70 97 1 :UP) (70 87 1) (87 98 1) (70 13 1) (87 110 2) (72 98 1 :DOWN) (72 91 1) (72 15 1) (91 114 2) (91 115 1) (71 14 1) (127 130 1) (129 118 2) (130 120 2) (130 121 1) (129 119 1) (129 122 1) (128 129 1) (130 128 1) (23 36 1) (21 32 1) (62 5 1) (32 60 1) (65 42 1) (27 43 1) (43 65 2) (27 44 1) (60 33 2) (66 9 1) (60 3 1) (33 22 1) (62 36 1) (24 37 1) (66 44 1) (28 45 1) (45 66 2) (28 46 1) (37 62 2) (67 10 1) (24 38 1) (31 21 1) (63 6 1) (67 46 1) (29 47 1) (47 67 2) (29 48 1) (68 11 1) (1 59 1) (59 31 2) (63 38 1) (25 39 1) (68 48 1) (30 49 1) (49 68 2) (30 50 1) (39 63 2) (69 12 1) (25 40 1) (22 34 1) (64 7 1) (34 61 1) (69 50 1) (56 54 1) (54 69 2) (61 35 2) (61 4 1) (35 23 1) (64 40 1) (26 41 1) (41 64 2) (26 42 1) (59 2 1) (65 8 1) (56 122 1) (124 78 1) (78 83 1) (83 84 1) (84 81 1) (81 93 1) (124 93 1) (81 99 1 :DOWN) (84 109 1 :UP) (83 108 1 :DOWN) (78 57 1 :UP) (57 103 1) (99 74 1) (74 17 1) (74 105 2) (85 126 1 :DOWN) (93 126 1 :UP))	((94 127 1 :DOWN) (94 125 1) (79 125 1) (82 94 1) (85 79 1) (86 82 1) (86 85 1) (82 100 1 :DOWN) (100 75 1) (75 106 2) (75 18 1) (79 58 1 :UP) (86 123 1 :UP) (58 104 1) (123 73 1) (73 89 1) (89 96 1) (71 96 1 :UP) (89 112 2) (73 16 1 :UP) (71 88 1) (88 102 1) (88 111 2) (77 102 1 :DOWN) (77 52 1) (52 53 1) (53 80 1) (77 92 1) (92 116 1) (92 117 2) (80 101 1) (80 107 2) (76 101 1 :UP) (76 90 1) (76 51 1) (51 19 1) (19 20 1) (20 55 1) (55 95 1) (90 113 2) (90 97 1) (70 97 1 :UP) (70 87 1) (87 98 1) (70 13 1) (87 110 2) (72 98 1 :DOWN) (72 91 1) (72 15 1) (91 114 2) (91 115 1) (71 14 1) (127 130 1) (129 118 2) (130 120 1) (129 119 1) (129 122 1) (128 129 1) (130 128 1) (23 36 1) (21 32 1) (62 5 1) (32 60 1) (65 42 1) (27 43 1) (43 65 2) (27 44 1) (60 33 2) (66 9 1) (60 3 1) (33 22 1) (62 36 1) (24 37 1) (66 44 1) (28 45 1) (45 66 2) (28 46 1) (37 62 2) (67 10 1) (24 38 1) (31 21 1) (63 6 1) (67 46 1) (29 47 1) (47 67 2) (29 48 1) (68 11 1) (1 59 1) (59 31 2) (63 38 1) (25 39 1) (68 48 1) (30 49 1) (49 68 2) (30 50 1) (39 63 2) (69 12 1) (25 40 1) (22 34 1) (64 7 1) (34 61 1) (69 50 1) (56 54 1) (54 69 2) (61 35 2) (61 4 1) (35 23 1) (64 40 1) (26 41 1) (41 64 2) (26 42 1) (59 2 1) (65 8 1) (56 122 1) (124 78 1) (78 83 1) (83 84 1) (84 81 1) (81 93 1) (124 93 1) (81 99 1 :DOWN) (84 109 1 :UP) (83 108 1 :DOWN) (78 57 1 :UP) (57 103 1) (99 74 1) (74 17 1) (74 105 2) (85 126 1 :DOWN) (93 126 1 :UP) (130 121 2))	
	CPD-693	2-<i>cis</i>-abscisate	NON-STANDARD-INCHI	InChI=1S/C15H20O4/c1-10(7-13(17)18)5-6-15(19)11(2)8-12(16)9-14(15,3)4/h5-8,19H,9H2,1-4H3,(H,17,18)/p-1/b6-5+,10-7-/t15-/m1/s1	STANDARD-INCHI	
			ATOM-CHARGES	(18 -1)	(17 -1)	
			DISPLAY-COORDS-2D	((2858 -1650) (0 -1650) (1540 412) (1127 1127) (2143 -412) (1429 -825) (3573 -412) (-714 -412) (0 825) (2858 -825) (0 -825) (-714 412) (3573 412) (714 412) (714 -412) (-1429 825) (2858 825) (4288 825) (714 -1238))	((5003 2475) (1429 1237) (2143 4126) (2858 3712) (3573 2476) (2858 2063) (4288 1237) (715 2476) (1429 3714) (4288 2063) (1429 2063) (715 3300) (3575 825) (2143 3300) (2143 2476) (0 3714) (2860 1238) (3575 0) (2143 1650))	
			STRUCTURE-BONDS	((15 6 1) (15 19 1 :UP) (15 11 1) (11 2 1) (8 11 2) (15 14 1) (14 9 1) (14 3 1) (14 4 1) (9 12 1) (12 8 1) (12 16 2) (6 5 2) (5 10 1) (10 7 2) (7 13 1) (13 17 2) (13 18 1) (10 1 1))	((15 6 1) (15 19 1 :UP) (15 11 1) (11 2 1) (8 11 2) (15 14 1) (14 9 1) (9 12 1) (12 8 1) (12 16 2) (6 5 2) (5 10 1) (10 7 2) (7 13 1) (10 1 1) (14 3 1) (14 4 1) (13 17 1) (13 18 2))	
	S-COCLAURINE	(S)-coclaurine	STRUCTURE-BONDS	((1 21 1) (19 13 1) (20 16 1) (4 2 2) (13 4 1) (3 5 1) (5 13 2) (2 11 1) (11 3 2) (16 10 1) (10 14 2) (12 9 2) (9 17 1) (7 6 1) (7 18 1) (6 12 1) (8 11 1) (15 8 1) (18 15 1) (21 17 1) (17 16 2) (14 12 1) (14 15 1) (15 22 1 :UP))	((1 21 1) (19 13 1) (20 16 1) (4 2 2) (13 4 1) (3 5 1) (5 13 2) (2 11 1) (11 3 2) (16 10 2) (10 14 1) (12 9 1) (9 17 2) (7 6 1) (7 18 1) (6 12 1) (8 11 1) (15 8 1) (18 15 1) (21 17 1) (17 16 1) (14 12 2) (14 15 1) (15 22 1 :UP))	
	CYCLOEUCALENOL	cycloeucalenol	INCHI-KEY	InChIKey=HUNLTIZKNQDZEI-ZKZKKXEQSA-N	InChIKey=HUNLTIZKNQDZEI-PGFZVWMDSA-N	
			INCHI	InChI=1S/C30H50O/c1-19(2)20(3)8-9-21(4)23-12-14-28(7)26-11-10-24-22(5)25(31)13-15-29(24)18-30(26,29)17-16-27(23,28)6/h19,21-26,31H,3,8-18H2,1-2,4-7H3/t21-,22+,23-,24+,25+,26+,27-,28+,29?,30?/m1/s1	InChI=1S/C30H50O/c1-19(2)20(3)8-9-21(4)23-12-14-28(7)26-11-10-24-22(5)25(31)13-15-29(24)18-30(26,29)17-16-27(23,28)6/h19,21-26,31H,3,8-18H2,1-2,4-7H3/t21-,22+,23-,24+,25+,26+,27-,28+,29-,30+/m1/s1	
			DISPLAY-COORDS-2D	((47976 -12964) (55121 -25339) (40830 -33589) (12251 -25339) (-17029 22585) (11550 -18665) (11550 6085) (33686 -21214) (26541 -25339) (-2739 14335) (4405 10210) (24246 -6290) (-24173 1960) (19396 384) (-17029 -2165) (4405 -14540) (-2739 -10415) (-9884 -6290) (47976 -21214) (40830 -25339) (19396 -21214) (-17029 14335) (19396 -12964) (-9884 10210) (-24173 10210) (4405 1960) (11550 -10415) (11550 -2165) (-9884 1960) (-2739 -2165) (-31318 14335) (4405 -6290) (26541 -17089) (-9884 18460))	((7929 2062) (8644 825) (7215 0) (4357 825) (1429 5617) (4287 1492) (4287 3967) (6500 1238) (5786 825) (2858 4792) (3572 4380) (5556 2730) (714 3555) (5071 3397) (1429 3142) (3572 1905) (2858 2317) (2143 2730) (7929 1238) (7215 825) (5071 1238) (1429 4792) (5071 2062) (2143 4380) (714 4380) (3572 3555) (4287 2317) (4287 3142) (2143 3555) (2858 3142) (0 4792) (3572 2730) (5786 1650) (2143 5205))	
			STRUCTURE-BONDS	((28 27 1) (27 23 1) (27 16 1) (28 26 1) (28 14 1) (30 17 1) (30 29 1) (26 30 1) (26 11 1) (29 24 1) (29 15 1) (12 23 1) (17 16 1) (12 14 1) (10 11 1) (24 22 1) (24 10 1) (13 15 1) (25 22 1) (25 13 1) (26 32 1 :UP) (8 9 1) (8 20 1) (9 21 1) (21 23 1) (19 20 1) (23 33 1 :DOWN) (24 34 1 :DOWN) (30 18 1) (29 18 1) (25 31 1 :UP) (27 6 1 :UP) (21 4 1 :DOWN) (19 1 1) (2 19 1) (22 5 1 :DOWN) (28 7 1 :DOWN) (20 3 2))	((28 27 1) (27 23 1) (27 16 1) (28 26 1) (28 14 1) (30 17 1) (30 29 1) (26 30 1) (26 11 1) (29 24 1) (29 15 1) (12 23 1) (17 16 1) (12 14 1) (10 11 1) (24 22 1) (24 10 1) (13 15 1) (25 22 1) (25 13 1) (26 32 1 :UP) (8 9 1) (8 20 1) (9 21 1) (21 23 1) (19 20 1) (23 33 1 :DOWN) (24 34 1 :DOWN) (30 18 1 :UP) (29 18 1 :UP) (25 31 1 :UP) (27 6 1 :UP) (21 4 1 :DOWN) (19 1 1) (2 19 1) (22 5 1 :DOWN) (28 7 1 :DOWN) (20 3 2))	
	CPD-12868	cycloeucalenone	INCHI-KEY	InChIKey=NFRXSIOHGADFRG-VALRCWIQSA-N	InChIKey=NFRXSIOHGADFRG-MEMZBLDGSA-N	
			INCHI	InChI=1S/C30H48O/c1-19(2)20(3)8-9-21(4)23-12-14-28(7)26-11-10-24-22(5)25(31)13-15-29(24)18-30(26,29)17-16-27(23,28)6/h19,21-24,26H,3,8-18H2,1-2,4-7H3/t21-,22+,23-,24+,26+,27-,28+,29?,30?/m1/s1	InChI=1S/C30H48O/c1-19(2)20(3)8-9-21(4)23-12-14-28(7)26-11-10-24-22(5)25(31)13-15-29(24)18-30(26,29)17-16-27(23,28)6/h19,21-24,26H,3,8-18H2,1-2,4-7H3/t21-,22+,23-,24+,26+,27-,28+,29-,30+/m1/s1	
			DISPLAY-COORDS-2D	((47976 -12964) (55121 -25339) (40830 -33589) (12251 -25339) (-17029 22585) (11550 -18665) (11550 6085) (33686 -21214) (26541 -25339) (-2739 14335) (4405 10210) (24246 -6290) (-24173 1960) (19396 384) (-17029 -2165) (4405 -14540) (-2739 -10415) (-9884 -6290) (47976 -21214) (40830 -25339) (19396 -21214) (-17029 14335) (19396 -12964) (-9884 10210) (-24173 10210) (4405 1960) (11550 -10415) (11550 -2165) (-9884 1960) (-2739 -2165) (-31318 14335) (4405 -6290) (26541 -17089) (-9884 18460))	((7929 2062) (8644 825) (7215 0) (4357 825) (1429 5617) (4287 1492) (4287 3967) (6500 1238) (5786 825) (2858 4792) (3572 4380) (5556 2730) (714 3555) (5071 3397) (1429 3142) (3572 1905) (2858 2317) (2143 2730) (7929 1238) (7215 825) (5071 1238) (1429 4792) (5071 2062) (2143 4380) (714 4380) (3572 3555) (4287 2317) (4287 3142) (2143 3555) (2858 3142) (0 4792) (3572 2730) (5786 1650) (2143 5205))	
			STRUCTURE-BONDS	((28 27 1) (27 23 1) (27 16 1) (28 26 1) (28 14 1) (30 17 1) (30 29 1) (26 30 1) (26 11 1) (29 24 1) (29 15 1) (12 23 1) (17 16 1) (12 14 1) (10 11 1) (24 22 1) (24 10 1) (13 15 1) (25 22 1) (25 13 1) (26 32 1 :UP) (8 9 1) (8 20 1) (9 21 1) (21 23 1) (19 20 1) (23 33 1 :DOWN) (24 34 1 :DOWN) (30 18 1) (29 18 1) (25 31 2) (27 6 1 :UP) (21 4 1 :DOWN) (19 1 1) (2 19 1) (28 7 1 :DOWN) (20 3 2) (22 5 1 :DOWN))	((28 27 1) (27 23 1) (27 16 1) (28 26 1) (28 14 1) (30 17 1) (30 29 1) (26 30 1) (26 11 1) (29 24 1) (29 15 1) (12 23 1) (17 16 1) (12 14 1) (10 11 1) (24 22 1) (24 10 1) (13 15 1) (25 22 1) (25 13 1) (26 32 1 :UP) (8 9 1) (8 20 1) (9 21 1) (21 23 1) (19 20 1) (23 33 1 :DOWN) (24 34 1 :DOWN) (30 18 1 :UP) (29 18 1 :UP) (25 31 2) (27 6 1 :UP) (21 4 1 :DOWN) (19 1 1) (2 19 1) (28 7 1 :DOWN) (20 3 2) (22 5 1 :DOWN))	
	CPD-6972	4-(2'-carboxyphenyl)-4-oxobutyryl-CoA	NON-STANDARD-INCHI	InChI=1S/C32H44N7O20P3S/c1-32(2,26(44)29(45)35-10-9-21(41)34-11-12-63-22(42)8-7-19(40)17-5-3-4-6-18(17)31(46)47)14-56-62(53,54)59-61(51,52)55-13-20-25(58-60(48,49)50)24(43)30(57-20)39-16-38-23-27(33)36-15-37-28(23)39/h3-6,15-16,20,24-26,30,43-44H,7-14H2,1-2H3,(H,34,41)(H,35,45)(H,46,47)(H,51,52)(H,53,54)(H2,33,36,37)(H2,48,49,50)/p-5	STANDARD-INCHI	
			INCHI-KEY	InChIKey=KVAQAPQXOXTRAE-UHFFFAOYSA-I	InChIKey=KVAQAPQXOXTRAE-HSJNEKGZSA-I	
			INCHI	InChI=1S/C32H44N7O20P3S/c1-32(2,26(44)29(45)35-10-9-21(41)34-11-12-63-22(42)8-7-19(40)17-5-3-4-6-18(17)31(46)47)14-56-62(53,54)59-61(51,52)55-13-20-25(58-60(48,49)50)24(43)30(57-20)39-16-38-23-27(33)36-15-37-28(23)39/h3-6,15-16,20,24-26,30,43-44H,7-14H2,1-2H3,(H,34,41)(H,35,45)(H,46,47)(H,51,52)(H,53,54)(H2,33,36,37)(H2,48,49,50)/p-5	InChI=1S/C32H44N7O20P3S/c1-32(2,26(44)29(45)35-10-9-21(41)34-11-12-63-22(42)8-7-19(40)17-5-3-4-6-18(17)31(46)47)14-56-62(53,54)59-61(51,52)55-13-20-25(58-60(48,49)50)24(43)30(57-20)39-16-38-23-27(33)36-15-37-28(23)39/h3-6,15-16,20,24-26,30,43-44H,7-14H2,1-2H3,(H,34,41)(H,35,45)(H,46,47)(H,51,52)(H,53,54)(H2,33,36,37)(H2,48,49,50)/p-5/t20-,24-,25-,26+,30-/m1/s1	
			DISPLAY-COORDS-2D	((-26812 6632) (-26812 -9868) (-144665 -5154) (-144665 -13404) (-137520 -1029) (-137520 -17529) (-116086 -5154) (-108941 -1029) (-58927 -5154) (-51783 -1029) (-80362 -1029) (-87506 -5154) (24897 -440) (-21214 -5154) (20478 7221) (44491 10904) (-130375 -5154) (-130375 -13404) (-123231 -1029) (24897 -9132) (-66072 -1029) (-101796 -5154) (32852 14587) (36830 -14730) (27843 -14730) (-32558 -5154) (26518 18122) (32852 7516) (-38598 -1618) (39776 -9132) (-123231 -17529) (-26812 -1618) (26518 26372) (-73217 -5154) (-44638 -5154) (20478 14292) (27401 3538) (39335 17386) (39776 3832) (-123231 7221) (-66072 7221) (-101796 -13404) (36830 -19739) (-32558 -13404) (-38598 6632) (-116086 -13404) (-123231 -25779) (36093 -33734) (19593 -33734) (27843 -41984) (9870 -8690) (9870 7810) (-4862 -8690) (-4862 7810) (17384 -440) (-13995 -440) (32116 -5007) (27843 -25042) (1915 -440) (27843 -33734) (9870 -440) (-4862 -440) (-94651 -1029))	((12559 1749) (11736 3179) (0 2062) (0 1237) (714 2475) (714 825) (2858 2062) (3572 2475) (8574 2057) (9289 2468) (6431 2472) (5716 2061) (12380 7022) (12862 2876) (7947 8604) (9232 6195) (1429 2062) (1429 1237) (2143 2475) (11592 7266) (7860 2470) (4288 2062) (8141 6966) (10502 8036) (11327 8048) (11432 2053) (7383 7291) (8802 7459) (10718 2466) (10257 7249) (2143 825) (12147 2464) (6722 6797) (7145 2059) (10003 2055) (7286 8110) (8705 8278) (8407 6184) (9476 6983) (2143 3299) (7861 3295) (4288 1237) (10008 8697) (11431 1228) (10719 3291) (2858 1237) (2143 0) (12625 9549) (10975 9544) (11797 10371) (13461 5352) (11995 6110) (12101 3857) (13489 4750) (13145 6503) (13241 3609) (10931 6773) (11803 8721) (12349 4998) (11800 9546) (12728 5731) (12795 4303) (5002 2475))	
			STRUCTURE-BONDS	((50 60 1) (25 58 1) (25 24 1) (20 57 1) (20 25 1) (13 20 1) (26 32 1) (15 37 2) (62 59 1) (39 28 1) (61 55 1) (60 58 1) (38 16 2) (23 38 1) (45 29 2) (55 13 1) (2 32 1) (43 24 1) (28 23 2) (44 26 1) (33 27 1) (59 61 1) (49 60 2) (54 62 2) (48 60 1) (32 14 1) (23 27 1) (27 36 2) (14 56 1) (35 29 1) (56 62 1) (52 61 2) (57 30 1) (1 32 1) (36 15 1) (16 39 1) (53 62 1) (29 26 1) (37 28 1) (51 61 1) (30 39 1) (30 24 1) (35 10 1) (10 9 1) (9 21 1) (21 41 2) (21 34 1) (34 11 1) (11 12 1) (12 63 1) (63 22 1) (22 42 2) (8 7 1) (7 19 1) (19 40 2) (19 17 1) (18 17 2) (5 17 1) (5 3 2) (3 4 1) (4 6 2) (6 18 1) (18 31 1) (31 47 2) (31 46 1) (8 22 1))	((63 22 1) (22 42 2) (8 7 1) (7 19 1) (19 40 2) (19 17 1) (18 17 2) (5 17 1) (5 3 2) (3 4 1) (4 6 2) (6 18 1) (18 31 1) (31 47 2) (31 46 1) (8 22 1) (30 39 1 :DOWN) (30 24 1) (57 30 1) (51 61 1) (24 43 1 :UP) (53 62 1) (39 16 1) (28 39 1) (15 37 2) (37 28 1) (55 13 1) (61 55 1) (38 23 1) (16 38 2) (35 29 1) (35 10 1) (48 60 1) (59 61 1) (62 59 1) (25 24 1) (25 58 1 :UP) (20 25 1) (32 14 1) (26 32 1) (32 1 1) (32 2 1) (23 28 2) (52 61 2) (36 15 1) (20 57 1) (49 60 2) (50 60 1) (14 56 1) (58 60 1) (20 13 1 :DOWN) (56 62 1) (54 62 2) (23 27 1) (27 36 2) (33 27 1) (29 26 1) (45 29 2) (26 44 1 :DOWN) (10 9 1) (9 21 1) (21 34 1) (21 41 2) (34 11 1) (11 12 1) (12 63 1))	
	CPD-15648	UDP-<i>N</i>-acetyl-&alpha;-D-fucosamine	GROUP-COORDS-2D	((46 52) (46 64))	((46 41) (46 64) (104 41))	
			STRUCTURE-LINKS	((1 2 D 2 N 1))	((1 2 D 2 N 1) (3 1 N -1 X 1))	
			STRUCTURE-GROUPS	("A-DGAL-HEX-1:5_6:D" "GLYCO-CT-N-ACETYL")	("A-DGAL-HEX-1:5_6:D" "GLYCO-CT-N-ACETYL" "UDP-GROUP")	
	CPD-10236	rifamycin SV	NON-STANDARD-INCHI	InChI=1S/C37H47NO12/c1-16-11-10-12-17(2)36(46)38-23-15-24(40)26-27(32(23)44)31(43)21(6)34-28(26)35(45)37(8,50-34)48-14-13-25(47-9)18(3)33(49-22(7)39)20(5)30(42)19(4)29(16)41/h10-16,18-20,25,29-30,33,40-44H,1-9H3,(H,38,46)/p-1/b11-10+,14-13+,17-12-/t16-,18+,19+,20+,25-,29-,30+,33+,37-/m0/s1	STANDARD-INCHI	
			INCHI-KEY	InChIKey=HJYYPODYNSCCOU-ODRIEIDWSA-M	InChIKey=HJYYPODYNSCCOU-ODRIEIDWSA-N	
			INCHI	InChI=1S/C37H47NO12/c1-16-11-10-12-17(2)36(46)38-23-15-24(40)26-27(32(23)44)31(43)21(6)34-28(26)35(45)37(8,50-34)48-14-13-25(47-9)18(3)33(49-22(7)39)20(5)30(42)19(4)29(16)41/h10-16,18-20,25,29-30,33,40-44H,1-9H3,(H,38,46)/p-1/b11-10+,14-13+,17-12-/t16-,18+,19+,20+,25-,29-,30+,33+,37-/m0/s1	InChI=1S/C37H47NO12/c1-16-11-10-12-17(2)36(46)38-23-15-24(40)26-27(32(23)44)31(43)21(6)34-28(26)35(45)37(8,50-34)48-14-13-25(47-9)18(3)33(49-22(7)39)20(5)30(42)19(4)29(16)41/h10-16,18-20,25,29-30,33,40-44H,1-9H3,(H,38,46)/b11-10+,14-13+,17-12-/t16-,18+,19+,20+,25-,29-,30+,33+,37-/m0/s1	
			MOLECULAR-WEIGHT	696.77	697.778	
			ATOM-CHARGES	(43 -1)	NIL	
			DISPLAY-COORDS-2D	((-3013 -30384) (26730 -7789) (-35482 -529) (-16829 -30769) (-30490 -14131) (-20872 2726) (-50716 -7810) (-26884 39380) (-48461 8743) (11355 -22273) (4251 -18079) (18540 -18217) (-29359 17221) (-32465 24447) (8595 19178) (-2933 -22135) (18774 -9970) (-28865 4397) (-16901 -22519) (-23455 -9821) (-19984 10928) (-43547 -11894) (8595 10928) (1450 23303) (-34294 10609) (-5695 19178) (-5695 10928) (-12839 23303) (-10038 -17941) (-23843 -18062) (-12839 6803) (1450 6803) (-29146 -3848) (-19984 19178) (-14554 31372) (14524 -3246) (-22759 32235) (14335 5002) (-43500 -20144) (1450 31553) (-10265 -9694) (-31175 -21846) (-12839 -1447) (1450 -1447) (-9034 37503) (7476 -7534) (-40838 5587) (-31003 32566) (-36426 -7728) (-26115 24699))	((5716 412) (7859 4122) (2857 2888) (4286 412) (2857 412) (2143 4948) (2144 0) (2368 8289) (0 2887) (6429 2473) (6429 1649) (7143 2887) (1428 3710) (714 4123) (5716 6185) (5716 1236) (7143 3710) (2143 2475) (4286 1236) (2857 1236) (2857 5360) (1429 412) (5716 5360) (5001 6597) (1428 2887) (4286 6185) (4286 5360) (3572 6597) (5001 1649) (3572 1649) (3572 4948) (5001 4948) (2143 1649) (2857 6185) (3354 7500) (6429 4122) (2581 7491) (6429 4948) (716 0) (5001 7421) (5001 2473) (3572 2473) (3572 4122) (5001 4122) (3813 8119) (5716 3710) (714 2474) (714 7490) (1429 1238) (2245 6737))	
			STRUCTURE-BONDS	((31 21 2) (31 27 1) (21 34 1) (28 26 1) (32 27 1) (27 26 2) (26 24 1) (32 23 2) (24 15 2) (15 23 1) (31 43 1) (32 44 1) (35 28 1) (34 28 2) (34 50 1) (50 37 1) (37 35 1) (21 6 1) (35 45 2) (37 8 1 :DOWN) (37 48 1) (23 38 1) (48 14 1) (14 13 2) (13 25 1) (25 18 1) (25 47 1 :DOWN) (47 9 1) (18 33 1) (18 3 1 :DOWN) (33 49 1 :UP) (49 22 1) (22 7 1) (22 39 2) (33 20 1) (20 30 1) (20 5 1 :UP) (30 19 1) (19 29 1) (30 42 1 :DOWN) (19 4 1 :DOWN) (29 16 1) (16 11 1) (11 10 2) (10 12 1) (12 17 2) (38 36 1) (36 17 1) (36 46 2) (17 2 1) (16 1 1 :UP) (29 41 1 :DOWN) (24 40 1))	((11 10 2) (10 12 1) (12 17 2) (17 2 1) (17 36 1) (36 46 2) (36 38 1) (38 23 1) (32 27 2) (27 26 1) (26 24 2) (24 15 1) (23 32 1) (23 15 2) (28 34 2) (34 21 1) (21 31 2) (27 31 1) (26 28 1) (32 44 1) (24 40 1) (31 43 1) (11 16 1) (16 29 1) (29 19 1) (19 30 1) (30 20 1) (20 33 1) (33 18 1) (18 25 1) (16 1 1 :UP) (18 3 1 :DOWN) (19 4 1 :DOWN) (20 5 1 :DOWN) (29 41 1 :DOWN) (33 49 1 :UP) (30 42 1 :UP) (21 6 1) (25 13 1) (50 37 1) (37 35 1) (28 35 1) (34 50 1) (35 45 2) (37 8 1 :DOWN) (49 22 1) (22 7 1) (22 39 2) (25 47 1 :DOWN) (13 14 2) (37 48 1) (14 48 1) (47 9 1))	
	CYCLOARTENOL	cycloartenol	INCHI-KEY	InChIKey=ONQRKEUAIJMULO-COENLIPYSA-N	InChIKey=ONQRKEUAIJMULO-YBXTVTTCSA-N	
			INCHI	InChI=1S/C30H50O/c1-20(2)9-8-10-21(3)22-13-15-28(7)24-12-11-23-26(4,5)25(31)14-16-29(23)19-30(24,29)18-17-27(22,28)6/h9,21-25,31H,8,10-19H2,1-7H3/t21-,22-,23+,24+,25+,27-,28+,29?,30?/m1/s1	InChI=1S/C30H50O/c1-20(2)9-8-10-21(3)22-13-15-28(7)24-12-11-23-26(4,5)25(31)14-16-29(23)19-30(24,29)18-17-27(22,28)6/h9,21-25,31H,8,10-19H2,1-7H3/t21-,22-,23+,24+,25+,27-,28+,29-,30+/m1/s1	
			DISPLAY-COORDS-2D	((47976 -12964) (55121 -25339) (12251 -25339) (-24174 18460) (-17029 22585) (11550 -18665) (11550 6085) (33686 -21214) (40830 -25339) (26541 -25339) (-2739 14335) (4405 10210) (24246 -6290) (-24173 1960) (19396 384) (-17029 -2165) (4405 -14540) (-2739 -10415) (-9884 -6290) (47976 -21214) (19396 -21214) (19396 -12964) (-9884 10210) (4405 1960) (-24173 10210) (-17029 14335) (11550 -10415) (11550 -2165) (-9884 1960) (-2739 -2165) (-31318 14335) (4405 -6290) (26541 -17089) (-9884 18460))	((7929 1238) (8644 0) (4357 0) (714 4380) (1429 4792) (4287 667) (4287 3142) (6500 412) (7215 0) (5786 0) (2858 3967) (3572 3555) (5556 1905) (714 2730) (5071 2572) (1429 2317) (3572 1080) (2858 1492) (2143 1905) (7929 412) (5071 412) (5071 1238) (2143 3555) (3572 2730) (714 3555) (1429 3967) (4287 1492) (4287 2317) (2143 2730) (2858 2317) (0 3967) (3572 1905) (5786 825) (2143 4380))	
			STRUCTURE-BONDS	((28 27 1) (27 22 1) (27 17 1) (28 24 1) (28 15 1) (30 18 1) (30 29 1) (24 30 1) (24 12 1) (29 23 1) (29 16 1) (13 22 1) (18 17 1) (13 15 1) (11 12 1) (23 26 1) (23 11 1) (14 16 1) (25 26 1) (25 14 1) (24 32 1 :UP) (8 10 1) (8 9 1) (10 21 1) (21 22 1) (20 9 2) (22 33 1 :DOWN) (23 34 1 :DOWN) (30 19 1) (29 19 1) (25 31 1 :UP) (27 6 1 :UP) (21 3 1 :DOWN) (20 1 1) (2 20 1) (26 4 1) (26 5 1) (28 7 1 :DOWN))	((28 27 1) (27 22 1) (27 17 1) (28 24 1) (28 15 1) (30 18 1) (30 29 1) (24 30 1) (24 12 1) (29 23 1) (29 16 1) (13 22 1) (18 17 1) (13 15 1) (11 12 1) (23 26 1) (23 11 1) (14 16 1) (25 26 1) (25 14 1) (24 32 1 :UP) (8 10 1) (8 9 1) (10 21 1) (21 22 1) (20 9 2) (22 33 1 :DOWN) (23 34 1 :DOWN) (30 19 1 :UP) (29 19 1 :UP) (25 31 1 :UP) (27 6 1 :UP) (21 3 1 :DOWN) (20 1 1) (2 20 1) (26 4 1) (26 5 1) (28 7 1 :DOWN))	
	CPD-208	(<i>S</i>)-malyl-CoA	NON-STANDARD-INCHI	InChI=1S/C25H40N7O20P3S/c1-25(2,19(37)22(38)28-4-3-14(34)27-5-6-56-15(35)7-12(33)24(39)40)9-49-55(46,47)52-54(44,45)48-8-13-18(51-53(41,42)43)17(36)23(50-13)32-11-31-16-20(26)29-10-30-21(16)32/h10-13,17-19,23,33,36-37H,3-9H2,1-2H3,(H,27,34)(H,28,38)(H,39,40)(H,44,45)(H,46,47)(H2,26,29,30)(H2,41,42,43)/p-5/t12-,13+,17+,18+,19-,23+/m0/s1	STANDARD-INCHI	
			ATOM-CHARGES	((43 -1) (41 -1) (46 -1) (44 -1) (39 -1))	((40 -1) (46 -1) (44 -1) (43 -1) (41 -1))	
